AddressLine	City	Municipality	AdminDivision	Country	PostCode	Latitude	Longitude	Phone	IsWiFiHotSpot	IsWheelchairAccessible	Opens	Closes
568 Washington St	Wellesley		MA	US	02482	42.29668	-71.29268	(339) 555-0161	False	False	700	1800
3011 Smith St	Houston		TX	US	77006	29.74457	-95.37996	(210) 555-0111	False	True	800	2200
24142 Michigan Ave	Dearborn		MI	US	48124	42.29986	-83.27272	(231) 555-0191	False	True	800	2200
3712 Washington St	Jamaica Plain		MA	US	02130	42.30039	-71.11347	(339) 555-0128	False	True	700	1800
147 Cochituate Rd	Framingham		MA	US	01701	42.30132	-71.40703	(339) 555-0155	False	False	700	1800
1341 Springwells St	Detroit		MI	US	48209	42.30455	-83.12217	(231) 555-0108	True	True	730	2330
22018 Michigan Ave	Dearborn		MI	US	48124	42.30623	-83.24472	(231) 555-0188	True	True	900	2400
208 S Wayne Rd	Westland		MI	US	48186	42.30808	-83.38842	(231) 555-0132	False	False	700	1800
215 Needham St	Newton		MA	US	02464	42.30969	-71.21451	(339) 555-0193	True	True	600	2300
Wilhelmstraße 3	Wiesbaden		Hessen	DE	65183	50.08199	8.24467	0800-XXXXX	False	False	800	2200
Europaplatz 6	Castrop-Rauxel		Nordrhein-Westfalen	DE	44575	51.56439	7.31192	0800-XXXXX	False	True	800	2200
1117 Missouri St	Houston		TX	US	77006	29.74622	-95.39209	(210) 555-0113	False	False	700	1800
55 Needham St	Newton Highlands		MA	US	02461	42.31513	-71.21036	(339) 555-0187	False	False	600	2300
9 Stoughton St	Dorchester		MA	US	02125	42.31657	-71.0637	(339) 555-0137	False	True	800	2200
249 Main St	Northampton		MA	US	01060	42.31786	-72.63281	(339) 555-0109	False	True	800	2200
71 Pleasant St	Northampton		MA	US	01060	42.31896	-72.62883	(339) 555-0129	False	True	600	2300
21 Center St	Northampton		MA	US	01060	42.31897	-72.632	(339) 555-0157	False	False	700	1800
300 Boylston St	Chestnut Hill		MA	US	02467	42.31922	-71.18042	(339) 555-0148	False	True	800	2200
50 Main St	Northampton		MA	US	01060	42.31956	-72.6294	(339) 555-0119	False	True	900	2400
199 Boylston St	Chestnut Hill		MA	US	02467	42.32028	-71.17629	(339) 555-0189	False	False	700	1800
2801 Brazos St	Houston		TX	US	77006	29.74636	-95.37983	(210) 555-0178	False	True	800	2200
11 Boylston St	Chestnut Hill		MA	US	02467	42.32142	-71.17342	(339) 555-0155	True	True	700	1800
48 E Plain St	Wayland		MA	US	01778	42.32187	-71.36141	(339) 555-0144	True	True	700	1800
45100 Ford Rd	Canton		MI	US	48187	42.32217	-83.48429	(231) 555-0192	False	False	600	2300
41601 Ford Rd	Canton		MI	US	48187	42.32276	-83.45098	(231) 555-0122	False	False	1000	2000
1508 Hutchins St	Houston		TX	US	77003	29.74639	-95.35803	(210) 555-0154	True	True	700	1800
16 Washington St	Wellesley		MA	US	02481	42.32518	-71.25934	(339) 555-0200	False	False	700	1800
26356 Ford Rd	Dearborn Heights		MI	US	48127	42.32663	-83.29869	(231) 555-0173	True	True	730	2330
761 Beacon St	Newton		MA	US	02459	42.33075	-71.19173	(339) 555-0144	True	True	700	1800
1114 Beacon St	Newton Highlands		MA	US	02461	42.33107	-71.20799	(339) 555-0111	False	True	800	2200
202 Washington St	Brookline		MA	US	02445	42.33248	-71.1184	(339) 555-0177	True	True	900	2400
4520 San Felipe St	Houston		TX	US	77027	29.74689	-95.45576	(210) 555-0156	False	False	600	2300
1435 Randolph St	Detroit		MI	US	48226	42.33563	-83.04523	(231) 555-0125	False	True	700	1800
531 E 3rd St	South Boston		MA	US	02127	42.33631	-71.03861	(339) 555-0197	False	True	800	2200
7954 Ann Arbor St	Dexter		MI	US	48130	42.33669	-83.88655	(231) 555-0149	False	True	600	2300
6565 N Telegraph Rd	Dearborn Heights		MI	US	48127	42.3376	-83.27318	(231) 555-0199	False	True	800	2200
2203 Woodward Ave	Detroit		MI	US	48201	42.33898	-83.0521	(231) 555-0144	False	False	700	1800
5161 San Felipe St	Houston		TX	US	77056	29.75011	-95.46566	(210) 555-0193	False	True	800	2200
32777 Warren Rd	Garden City		MI	US	48135	42.33917	-83.36407	(231) 555-0136	False	False	800	2200
2301 Woodward Ave	Detroit		MI	US	48201	42.33967	-83.0526	(231) 555-0167	False	False	700	1800
27424 Warren Rd	Westland		MI	US	48185	42.34073	-83.31239	(231) 555-0172	False	True	800	2200
238 Harvard St	Brookline		MA	US	02446	42.34125	-71.12082	(339) 555-0129	False	True	700	1800
535 Columbus Ave	Roxbury		MA	US	02118	42.34188	-71.07998	(339) 555-0130	False	True	700	1800
20612 Warren Ave W	Detroit		MI	US	48228	42.34292	-83.24228	(231) 555-0161	False	False	700	1800
480 Columbus Ave	Roxbury		MA	US	02118	42.34301	-71.07897	(339) 555-0187	False	True	800	2200
3131	Detroit		MI	US	48201	42.34325	-83.06189	(231) 555-0153	False	False	1000	2000
3910 Main St	McHenry		IL	US	60050	42.34364	-88.27563	(217) 555-0126	False	True	800	2200
1597 Commonwealth Ave	Brighton		MA	US	02135	42.34463	-71.14257	(339) 555-0169	False	True	800	2200
132 Brookline Ave	Boston		MA	US	02215	42.34526	-71.10075	(339) 555-0189	True	True	700	1800
1399 S Voss Rd	Houston		TX	US	77057	29.75146	-95.50118	(210) 555-0162	False	False	700	1800
256 Washington St	Brighton		MA	US	02135	42.34782	-71.14932	(339) 555-0155	True	False	1000	2000
265 Northern Ave	South Boston		MA	US	02210	42.34883	-71.03845	(339) 555-0137	False	True	800	2200
417 Washington St	Brighton		MA	US	02135	42.34927	-71.15544	(339) 555-0161	True	True	600	2300
250 Newbury St	Boston		MA	US	02116	42.34935	-71.08285	(339) 555-0166	False	False	700	1800
269 Newbury St	Boston		MA	US	02116	42.34946	-71.08338	(339) 555-0104	False	True	800	2200
275 Tremont St	Boston		MA	US	02116	42.34972	-71.06507	(339) 555-0142	False	False	700	1800
559 Washington St	Brighton		MA	US	02135	42.34974	-71.16475	(339) 555-0191	False	True	800	2200
69 Church St	Boston		MA	US	02116	42.34995	-71.06862	(339) 555-0104	False	False	700	1800
255 Tremont St	Boston		MA	US	02116	42.35022	-71.06495	(339) 555-0126	False	True	700	1800
1245 Commonwealth Ave	Allston		MA	US	02134	42.35028	-71.13212	(339) 555-0150	False	False	600	2300
214 Lincoln St	Boston		MA	US	02111	42.35041	-71.05887	(339) 555-0159	False	True	800	2200
575 Boylston St	Boston		MA	US	02116	42.35053	-71.07642	(339) 555-0177	False	False	900	2400
271 Dartmouth St	Boston		MA	US	02116	42.3506	-71.07771	(339) 555-0149	False	True	800	2200
Marienstraße 	Neunkirchen		Saarland	DE	66538	49.34572	7.17904	0800-XXXXX	True	True	600	2300
435 Faneuil St	Brighton		MA	US	02135	42.35104	-71.16864	(339) 555-0177	False	False	700	1800
4476 2nd Ave	Detroit		MI	US	48201	42.35142	-83.06689	(231) 555-0104	False	False	1000	2000
8 Charles St S	Boston		MA	US	02116	42.35217	-71.06747	(339) 555-0144	False	True	700	1800
1962 W Gray St	Houston		TX	US	77019	29.75318	-95.40706	(210) 555-0158	False	False	700	1800
575 Memorial Dr	Cambridge		MA	US	02139	42.35355	-71.10546	(339) 555-0158	False	True	800	2200
71 Summer St	Boston		MA	US	02110	42.35435	-71.05884	(339) 555-0102	True	True	900	2400
8825 General Dr	Plymouth		MI	US	48170	42.35452	-83.45366	(231) 555-0111	False	False	700	1800
274 Franklin St	Boston		MA	US	02110	42.35683	-71.05348	(339) 555-0146	False	False	700	1800
10 Bosworth St	Boston		MA	US	02108	42.35708	-71.06008	(339) 555-0138	False	True	700	1800
281 Franklin St	Boston		MA	US	02110	42.35718	-71.05292	(339) 555-0108	False	False	900	2400
1209 Caroline St	Houston		TX	US	77002	29.75335	-95.36423	(210) 555-0195	False	True	800	2200
295 Franklin St	Boston		MA	US	02110	42.3572	-71.05311	(339) 555-0125	False	True	800	2200
42 Charles St	Boston		MA	US	02114	42.35754	-71.07	(339) 555-0142	False	False	700	1800
6 Rue Berthe de Boissieux	Grenoble		Rhône-Alpe	FR	38000	45.18474	5.72448	0800-XXXXX	False	True	900	2400
89 Charles St	Boston		MA	US	02114	42.35813	-71.07062	(339) 555-0183	False	True	800	2200
8 Lincoln St	Brighton		MA	US	02135	42.35851	-71.14541	(339) 555-0191	False	False	700	1800
1456 S Sheldon Rd	Plymouth		MI	US	48170	42.35969	-83.47914	(231) 555-0137	False	True	800	2200
272 Cambridge St	Boston		MA	US	02114	42.36127	-71.06802	(339) 555-0200	False	True	800	2200
385 Boston Post Rd	Sudbury		MA	US	01776	42.36162	-71.41834	(339) 555-0103	False	False	600	2300
143 Main St	Cambridge		MA	US	02142	42.36182	-71.08083	(339) 555-0157	False	True	800	2200
3 Mechanic St	Boston		MA	US	02113	42.36293	-71.05523	(339) 555-0149	True	True	1000	2000
104 Boston Post Rd	Sudbury		MA	US	01776	42.36297	-71.39343	(339) 555-0133	False	True	800	2200
226 Hanover St	Boston		MA	US	02113	42.36304	-71.05516	(339) 555-0191	False	False	700	1800
175 North St	Boston		MA	US	02113	42.36313	-71.054	(339) 555-0192	False	True	800	2200
5101 Washington St	Gurnee		IL	US	60031	42.36321	-87.92849	(217) 555-0128	False	False	700	1800
6401 Woodway Dr	Houston		TX	US	77057	29.75561	-95.49722	(210) 555-0149	True	True	730	2330
102 Cours Charlemagne	Lyon		Rhône-Alpe	FR	69002	45.74197	4.81997	0800-XXXXX	False	False	1000	2000
190 North St	Boston		MA	US	02113	42.36328	-71.05382	(339) 555-0126	False	True	800	2200
135 Richmond St	Boston		MA	US	02109	42.36341	-71.05454	(339) 555-0100	False	False	700	1800
63 Salem St	Boston		MA	US	02113	42.36349	-71.05592	(339) 555-0194	False	False	800	2200
36 Rue Pierre et Marie Curie	Bagnolet		�le-de-France	FR	93170	48.86986	2.42353	0800-XXXXX	False	True	700	1800
263 Hanover St	Boston		MA	US	02113	42.36352	-71.05487	(339) 555-0183	False	False	700	1800
255 Hanover St	Boston		MA	US	02113	42.36356	-71.05483	(339) 555-0166	False	True	800	2200
1201 Louisiana St	Houston		TX	US	77002	29.75642	-95.36944	(210) 555-0198	False	False	1000	2000
1 Rue Pierre Lescot	Paris		�le-de-France	FR	75001	48.8613	2.34776	0800-XXXXX	False	False	800	2200
98 Salem St	Boston		MA	US	02113	42.36397	-71.05541	(339) 555-0157	False	False	900	2400
66 Rue René Bine	Paris		�le-de-France	FR	75018	48.89926	2.33677	0800-XXXXX	False	False	700	1800
109 Salem St	Boston		MA	US	02113	42.36422	-71.05547	(339) 555-0171	False	False	600	2300
1234 Soldiers Field Rd	Brighton		MA	US	02135	42.36423	-71.13668	(339) 555-0101	False	False	800	2200
319 Hanover St	Boston		MA	US	02113	42.36423	-71.05415	(339) 555-0165	True	False	700	1800
2 Prince St	Boston		MA	US	02113	42.36429	-71.0536	(339) 555-0112	False	True	800	2200
2701 W Dallas St	Houston		TX	US	77019	29.75726	-95.39487	(210) 555-0167	True	False	700	1800
10 Bartlett Pl	Boston		MA	US	02113	42.36434	-71.05603	(339) 555-0186	True	True	600	2300
112 Salem St	Boston		MA	US	02113	42.36437	-71.05534	(339) 555-0185	False	False	700	1800
119 Salem St	Boston		MA	US	02113	42.3644	-71.05558	(339) 555-0109	False	True	800	2200
Boulevard de l'aurore	Saint-Pol-sur-Mer		Nord-Pas-de-Calais	FR	59430	51.02397	2.33677	0800-XXXXX	False	True	800	2200
355 Hanover St	Boston		MA	US	02113	42.36457	-71.05381	(339) 555-0172	False	True	800	2200
187 North St	Newton		MA	US	02460	42.36461	-71.21894	(339) 555-0122	False	False	700	1800
116 Salem St	Boston		MA	US	02113	42.36464	-71.05545	(339) 555-0114	False	True	800	2200
29 Prince St	Boston		MA	US	02113	42.36474	-71.05489	(339) 555-0166	True	True	700	1800
346 Hanover St	Boston		MA	US	02113	42.36493	-71.05314	(339) 555-0123	True	True	600	2300
68 School St	Watertown		MA	US	02472	42.36499	-71.16628	(339) 555-0167	False	False	700	1800
915 Capitol St	Houston		TX	US	77002	29.7591	-95.36362	(210) 555-0105	False	True	800	2200
18 Mt Auburn St	Watertown		MA	US	02472	42.36566	-71.18376	(339) 555-0174	False	True	800	2200
425 Hanover St	Boston		MA	US	02113	42.36598	-71.05293	(339) 555-0125	False	False	730	2330
162 Salem St	Boston		MA	US	02113	42.36606	-71.05488	(339) 555-0156	False	True	800	2200
207 Endicott St	Boston		MA	US	02113	42.36666	-71.05843	(339) 555-0175	False	True	800	2200
456 Hanover St	Boston		MA	US	02113	42.36671	-71.05246	(339) 555-0137	True	True	900	2400
100 Cambridgeside Pl	Cambridge		MA	US	02141	42.36726	-71.07719	(339) 555-0187	False	False	700	1800
5761 Woodway Dr	Houston		TX	US	77057	29.76113	-95.48168	(210) 555-0114	True	True	700	1800
107 Nichols Ave	Watertown		MA	US	02472	42.3684	-71.16057	(339) 555-0140	False	True	600	2300
32030 Plymouth Rd	Livonia		MI	US	48150	42.36873	-83.35928	(231) 555-0192	False	True	800	2200
180 Maverick St	East Boston		MA	US	02128	42.36944	-71.03767	(339) 555-0110	True	True	700	1800
670 Lothrop Rd	Detroit		MI	US	48202	42.37012	-83.07839	(231) 555-0139	False	False	800	2200
503 Shirley St	Winthrop		MA	US	02152	42.37178	-70.97024	(339) 555-0198	True	True	700	1800
81 Mt Auburn St	Cambridge		MA	US	02138	42.37196	-71.11898	(339) 555-0165	False	False	700	1800
746 Cambridge St	Cambridge		MA	US	02141	42.37234	-71.08933	(339) 555-0175	False	True	800	2200
5 Bennett St	Cambridge		MA	US	02138	42.37268	-71.12309	(339) 555-0177	False	True	800	2200
107 Porter St	East Boston		MA	US	02128	42.37323	-71.03614	(339) 555-0170	False	False	700	1800
901 Commerce St	Houston		TX	US	77002	29.76365	-95.35989	(210) 555-0172	False	True	800	2200
30 Boltwood Ave	Amherst		MA	US	01002	42.37365	-72.51904	(339) 555-0122	False	True	800	2200
1 Rue du Général Malleter	Paris		�le-de-France	FR	75016	48.83699	2.26336	0800-XXXXX	False	False	800	2200
821 Mt Auburn St	Watertown		MA	US	02472	42.37417	-71.15103	(339) 555-0145	False	True	800	2200
46 Medford St	Somerville		MA	US	02143	42.37446	-71.08801	(339) 555-0155	True	True	700	1800
27 S Pleasant St	Amherst		MA	US	01002	42.37497	-72.51994	(339) 555-0178	False	False	600	2300
19 Austin St	Charlestown		MA	US	02129	42.37517	-71.06525	(339) 555-0126	False	True	800	2200
22 Central Sq	East Boston		MA	US	02128	42.37521	-71.03912	(339) 555-0138	False	True	1000	2000
4618 Feagan St	Houston		TX	US	77007	29.76616	-95.40749	(210) 555-0200	False	True	600	2300
888 Main St	Waltham		MA	US	02451	42.37621	-71.24665	(339) 555-0116	False	False	600	2300
895 Main St	Waltham		MA	US	02451	42.37621	-71.2473	(339) 555-0112	False	False	730	2330
889 Main St	Waltham		MA	US	02451	42.37646	-71.24666	(339) 555-0126	True	True	700	1800
263 Belmont St	Belmont		MA	US	02478	42.37671	-71.1623	(339) 555-0119	False	False	700	1800
258 Saratoga St	East Boston		MA	US	02128	42.37805	-71.03294	(339) 555-0109	True	True	700	1800
118 Bunker Hill St	Charlestown		MA	US	02129	42.3781	-71.0594	(339) 555-0189	False	False	700	1800
195 School St	Waltham		MA	US	02451	42.37817	-71.23943	(339) 555-0176	False	True	800	2200
3217 Center St	Houston		TX	US	77007	29.77	-95.3928	(210) 555-0146	False	False	700	1800
387 Chelsea St	East Boston		MA	US	02128	42.37971	-71.0277	(339) 555-0197	False	True	700	1800
25250 W Lake Shore Dr	Ingleside		IL	US	60041	42.38173	-88.12607	(217) 555-0132	False	True	800	2200
147 Huron Ave	Cambridge		MA	US	02138	42.38257	-71.13073	(339) 555-0142	False	False	900	2400
1144 Saratoga St	East Boston		MA	US	02128	42.38411	-71.00012	(339) 555-0164	True	True	700	1800
14120 Memorial Dr	Houston		TX	US	77079	29.7702	-95.59232	(210) 555-0129	False	True	800	2200
7680 Grand Ave	Gurnee		IL	US	60031	42.38578	-87.99143	(217) 555-0198	True	False	700	1800
Rue du Général de Gaul	Montigny-Lès-Cormeille		�le-de-France	FR	95370	48.9877	2.18983	0800-XXXXX	False	False	700	1800
89 Broadway	Somerville		MA	US	02145	42.38734	-71.08247	(339) 555-0193	True	True	730	2330
Avinguda del Tèxti	Terrassa		Barcelona	ES	08223	41.54534	2.02678	0800-XXXXX	False	False	700	1800
195 West St	Waltham		MA	US	02451	42.39536	-71.26949	(339) 555-0194	False	False	700	1800
265 Elm St	Somerville		MA	US	02144	42.39571	-71.12215	(339) 555-0104	False	True	800	2200
31236 5 Mile Rd	Livonia		MI	US	48154	42.39786	-83.35259	(231) 555-0182	False	False	900	2400
2445 Massachusetts Ave	Cambridge		MA	US	02140	42.39805	-71.13124	(339) 555-0141	False	True	800	2200
213 Everett Ave	Chelsea		MA	US	02150	42.39821	-71.04058	(339) 555-0187	False	True	700	1800
152 Boston Ave	Somerville		MA	US	02144	42.39956	-71.11115	(339) 555-0137	False	False	800	2200
717 Broadway	Somerville		MA	US	02144	42.39994	-71.11243	(339) 555-0148	True	False	700	1800
15337 Fenkell St	Detroit		MI	US	48227	42.40133	-83.19687	(231) 555-0103	False	False	700	1800
313 Mystic Ave	Medford		MA	US	02155	42.40271	-71.09861	(339) 555-0147	False	True	800	2200
322 Chelsea St	Everett		MA	US	02149	42.40272	-71.0424	(339) 555-0114	True	True	600	2300
1137 Broadway	Somerville		MA	US	02144	42.40306	-71.12701	(339) 555-0197	False	False	700	1800
19 Oxbow Rd	Wayland		MA	US	01778	42.40345	-71.34738	(339) 555-0119	False	True	700	1800
4110 Mystic Valley Pkwy	Medford		MA	US	02155	42.40457	-71.08682	(339) 555-0180	False	False	700	1800
585 Revere Beach Pkwy	Revere		MA	US	02151	42.40488	-71.007	(339) 555-0114	False	True	800	2200
1336 Broadway	Somerville		MA	US	02144	42.40673	-71.13306	(339) 555-0117	True	True	700	1800
447 Broadway	Everett		MA	US	02149	42.40743	-71.05538	(339) 555-0166	False	True	800	2200
195 Main St	Everett		MA	US	02149	42.40753	-71.06234	(339) 555-0131	True	True	700	1800
488 Broadway	Revere		MA	US	02151	42.41227	-71.01089	(339) 555-0101	False	False	700	1800
450 Massachusetts Ave	Arlington		MA	US	02474	42.41446	-71.15098	(339) 555-0169	True	True	730	2330
457 Massachusetts Ave	Arlington		MA	US	02474	42.41488	-71.15202	(339) 555-0187	False	False	700	1800
17107 Haggerty Rd	Northville TWP		MI	US	48167	42.41535	-83.43225	(231) 555-0118	False	True	800	2200
7 Highland Ave	Malden		MA	US	02148	42.41548	-71.07973	(339) 555-0130	True	True	700	1800
14510 Grisby Rd	Houston		TX	US	77079	29.78242	-95.64253	(210) 555-0167	False	False	700	1800
645 Massachusetts Ave	Arlington		MA	US	02476	42.4157	-71.15429	(339) 555-0172	False	True	800	2200
731 Broadway	Revere		MA	US	02151	42.41652	-71.00833	(339) 555-0187	False	False	700	1800
14 Malden St	Revere		MA	US	02151	42.4166	-71.00864	(339) 555-0149	False	True	800	2200
21 Main St	Medford		MA	US	02155	42.41776	-71.10985	(339) 555-0110	False	False	700	1800
174 Spring St	Medford		MA	US	02155	42.42009	-71.09178	(339) 555-0127	True	True	700	1800
21 N Ayer St	Harvard		IL	US	60033	42.42028	-88.61565	(217) 555-0114	False	False	700	1800
208 Fitchburg Tpke	Concord		MA	US	01742	42.42137	-71.37193	(339) 555-0101	True	False	700	1800
199 Ferry St	Malden		MA	US	02148	42.42404	-71.06399	(339) 555-0119	False	True	800	2200
39300 7 Mile Rd	Livonia		MI	US	48152	42.42511	-83.43174	(231) 555-0101	False	False	700	1800
19 Beck Rd	Arlington		MA	US	02476	42.42516	-71.17439	(339) 555-0110	False	True	800	2200
10407 Katy Fwy	Houston		TX	US	77024	29.78371	-95.55438	(210) 555-0194	True	True	700	1800
121 Exchange St	Malden		MA	US	02148	42.42658	-71.07112	(339) 555-0133	False	False	700	1800
19767 Mack Ave	Grosse Pointe		MI	US	48236	42.42834	-82.90924	(231) 555-0133	True	True	900	2400
11456 W Wadsworth Rd	Zion		IL	US	60099	42.42866	-87.85384	(217) 555-0132	False	False	700	1800
655 Eastern Ave	Malden		MA	US	02148	42.42936	-71.05075	(339) 555-0127	False	True	800	2200
11930 Whitmore Lake Rd	Whitmore Lake		MI	US	48189	42.43035	-83.7683	(231) 555-0142	True	True	1000	2000
19385 Beech Daly Rd	Redford		MI	US	48240	42.43076	-83.29704	(231) 555-0126	False	True	800	2200
18 Lebanon St	Malden		MA	US	02148	42.43397	-71.04586	(339) 555-0147	False	True	800	2200
20217 Mack Ave	Grosse Pointe		MI	US	48236	42.43599	-82.90817	(231) 555-0105	False	True	700	1800
20 Waltham St	Lexington		MA	US	02421	42.44687	-71.22775	(339) 555-0189	False	False	700	1800
1733 Massachusetts Ave	Lexington		MA	US	02421	42.44707	-71.22675	(339) 555-0105	False	True	800	2200
22200 Novi Rd	Novi		MI	US	48375	42.45012	-83.47401	(231) 555-0137	False	True	800	2200
21150 Harper Ave	St Clair Shores		MI	US	48080	42.45128	-82.91428	(231) 555-0142	False	True	900	2400
5 Mt Vernon St	Winchester		MA	US	01890	42.45269	-71.13671	(339) 555-0116	False	True	700	1800
417 Main St	Melrose		MA	US	02176	42.45352	-71.06627	(339) 555-0102	False	False	1000	2000
11339 Katy Fwy	Houston		TX	US	77079	29.78401	-95.5826	(210) 555-0114	False	True	700	1800
21920 Greater Mack Ave	St Clair Shores		MI	US	48080	42.45526	-82.90257	(231) 555-0104	False	False	900	2400
22467 Middlebelt Rd	Farmington		MI	US	48336	42.45726	-83.33689	(231) 555-0187	False	False	700	1800
22044 Gratiot Ave	Eastpointe		MI	US	48021	42.45941	-82.96114	(231) 555-0105	False	False	800	2200
215 W 9 Mile Rd	Ferndale		MI	US	48220	42.46041	-83.13653	(231) 555-0193	False	False	700	1800
358 Washington St	Winchester		MA	US	01890	42.46087	-71.12787	(339) 555-0196	False	True	800	2200
340 Central St	Saugus		MA	US	01906	42.46199	-71.0096	(339) 555-0175	False	True	1000	2000
8800 Katy Fwy	Houston		TX	US	77024	29.78421	-95.50496	(210) 555-0129	False	False	700	1800
707 Western Ave	Lynn		MA	US	01905	42.46275	-70.96524	(339) 555-0178	False	True	800	2200
665 Western Ave	Lynn		MA	US	01905	42.46486	-70.96305	(339) 555-0153	True	True	700	1800
112 Federal St	Lynn		MA	US	01905	42.46609	-70.96755	(339) 555-0100	False	True	700	1800
15 Union St	Lynn		MA	US	01902	42.46902	-70.93727	(339) 555-0147	False	True	800	2200
